stream,district,date,value,clim_median,robust_z,temporal_diff,lower_iqr,upper_iqr,classification
NDVI,Nanded,2010-11,0.6535,0.5525,1.91,0.0697,0.423,0.6528,Statistical Outlier / Seasonal Extreme
NDVI,Nanded,2014-03,0.4163,0.3014,3.38,0.028,0.2179,0.4139,Statistical Outlier / Seasonal Extreme
NDVI,Nanded,2020-01,0.55,0.4207,3.58,0.0493,0.2869,0.6008,Statistical Outlier / Seasonal Extreme
NDVI,Parbhani,2010-11,0.6205,0.5231,2.59,0.0806,0.4304,0.6101,Statistical Outlier / Seasonal Extreme
NDVI,Parbhani,2014-10,0.4681,0.5684,3.2,0.0737,0.491,0.641,Statistical Outlier / Seasonal Extreme
NDVI,Parbhani,2015-10,0.4815,0.5684,2.77,0.03,0.491,0.641,Statistical Outlier / Seasonal Extreme
NDVI,Parbhani,2018-10,0.4619,0.5684,3.4,0.0803,0.491,0.641,Statistical Outlier / Seasonal Extreme
NDVI,Parbhani,2019-10,0.6562,0.5684,2.8,0.0053,0.491,0.641,Statistical Outlier / Seasonal Extreme
NDVI,Parbhani,2019-11,0.6299,0.5231,2.84,0.0295,0.4304,0.6101,Statistical Outlier / Seasonal Extreme
LST,Beed,2000-08,40.8635,33.2191,2.64,2.6741,25.835,40.6678,Statistical Outlier / Seasonal Extreme
LST,Beed,2025-04,41.2057,48.2151,3.22,2.8913,41.6409,53.9625,Statistical Outlier / Seasonal Extreme
LST,Beed,2025-05,39.0098,46.934,4.24,2.2443,41.2647,52.2229,Statistical Outlier / Seasonal Extreme
LST,Beed,2025-06,32.3253,42.0205,3.78,2.0167,34.7428,48.9344,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2000-08,40.8523,33.2341,3.2,3.1978,27.2784,39.1259,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2000-09,37.8941,32.1613,2.33,2.0786,27.1975,37.8546,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2013-07,24.5988,34.8682,2.76,14.2498,25.1423,45.1165,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2024-05,41.7601,47.0856,3.92,1.1782,42.6732,50.8767,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2024-08,27.099,33.2341,2.57,3.9309,27.2784,39.1259,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2025-05,40.2422,47.0856,5.04,2.9194,42.6732,50.8767,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2025-06,33.0985,42.3268,3.03,0.2165,33.9144,50.2283,Statistical Outlier / Seasonal Extreme
LST,Chhatrapati Sambhajinagar,2025-08,27.0253,33.2341,2.61,,27.2784,39.1259,Statistical Outlier / Seasonal Extreme
LST,Dharashiv,2024-12,28.2546,33.0955,2.68,0.6479,28.2926,37.8154,Statistical Outlier / Seasonal Extreme
LST,Dharashiv,2025-04,40.5936,48.1879,3.15,2.1103,41.909,54.2893,Statistical Outlier / Seasonal Extreme
LST,Dharashiv,2025-05,38.7963,47.1134,4.24,3.3962,40.9431,52.6918,Statistical Outlier / Seasonal Extreme
LST,Dharashiv,2025-06,30.2064,41.9417,4.22,2.4492,34.7398,48.9178,Statistical Outlier / Seasonal Extreme
LST,Dharashiv,2025-08,25.8537,33.0236,2.81,,26.203,39.8538,Statistical Outlier / Seasonal Extreme
